ghi,dni,dhi,amb_temp,rel_hmd,wind_dir,wind_spd,press
0.156345178,0.607594937,0.09978308,0.257425743,0.68175389,0.694444444,0.25,0.776470588
0.01928934,0.214216164,0.028199566,0.257425743,0.569165488,0.722222222,0.25,0.779411765
0.091370558,0.429406037,0.082429501,0.306930693,0.736209335,0.555555556,0.192307692,0.714705882
0.23248731,0.64654333,0.143167028,0.339933993,0.743281471,0.611111111,0.307692308,0.710294118
0.346192893,0.745861733,0.177874187,0.372937294,0.775954738,0.638888889,0.442307692,0.707352941
0.414213198,0.794547225,0.190889371,0.405940594,0.767326733,0.638888889,0.480769231,0.704411765
0.427411168,0.808179163,0.188720174,0.422442244,0.80678925,0.638888889,0.519230769,0.692647059
0.381725888,0.782862707,0.175704989,0.422442244,0.89321075,0.638888889,0.480769231,0.683823529
0.285279188,0.710808179,0.151843818,0.422442244,0.930693069,0.611111111,0.423076923,0.670588235
0.151269036,0.555014606,0.10845987,0.422442244,0.91824611,0.611111111,0.538461538,0.666176471
0.01928934,0.17721519,0.028199566,0.389438944,0.972701556,0.611111111,0.480769231,0.670588235
0.054822335,0.089581305,0.093275488,0.323432343,0.783168317,0.166666667,0.211538462,0.7
0.138071066,0.145082765,0.214750542,0.356435644,0.781329562,0.166666667,0.269230769,0.7
0.206091371,0.181110029,0.301518438,0.372937294,0.745968883,0.194444444,0.307692308,0.688235294
0.30964467,0.420642648,0.290672451,0.372937294,0.853323904,0.194444444,0.403846154,0.675
0.29035533,0.309639727,0.340563991,0.372937294,0.879773692,0.25,0.5,0.663235294
0.179695431,0.066212269,0.329718004,0.372937294,0.854314003,0.194444444,0.365384615,0.65
0.134010152,0.050632911,0.253796095,0.372937294,0.908486563,0.166666667,0.423076923,0.629411765
0.07106599,0.026290166,0.140997831,0.356435644,0.859830269,0.194444444,0.269230769,0.625
0.009137056,0,0.019522777,0.356435644,0.902687412,0.194444444,0.5,0.610294118
0.07715736,0.154819864,0.123644252,0.372937294,0.891089109,0.222222222,0.211538462,0.532352941
0.210152284,0.366114898,0.245119306,0.389438944,0.85106082,0.111111111,0.25,0.544117647
0.111675127,0,0.238611714,0.405940594,0.835502122,0.138888889,0.230769231,0.554411765
0.076142132,0,0.162689805,0.405940594,0.83125884,0.166666667,0.134615385,0.552941176
0.073096447,0,0.156182213,0.422442244,0.892644979,1,0.019230769,0.541176471
0.355329949,0.490749757,0.351409978,0.422442244,0.936633663,1,0.019230769,0.541176471
0.262944162,0.407984421,0.292841649,0.422442244,0.956859972,0.638888889,0.057692308,0.55
0.138071066,0.275559883,0.184381779,0.405940594,0.938613861,0.527777778,0.134615385,0.554411765
0.017258883,0,0.036876356,0.389438944,0.898161245,0.583333333,0.134615385,0.558823529
0.021319797,0,0.045553145,0.372937294,0.684016973,0.611111111,0.211538462,0.591176471
0.055837563,0,0.119305857,0.405940594,0.767892504,0.666666667,0.230769231,0.601470588
0.083248731,0,0.177874187,0.422442244,0.85572843,0.694444444,0.25,0.607352941
0.116751269,0,0.249457701,0.422442244,0.945403112,0.666666667,0.269230769,0.608823529
0.127918782,0,0.273318872,0.422442244,0.996039604,0.694444444,0.269230769,0.597058824
0.093401015,0,0.199566161,0.422442244,1,0.722222222,0.211538462,0.588235294
0.300507614,0.711781889,0.164859002,0.422442244,1,0.694444444,0.173076923,0.585294118
0.165482234,0.572541383,0.117136659,0.422442244,1,0.722222222,0.173076923,0.591176471
0.027411168,0,0.05856833,0.422442244,0.996746818,0.694444444,0.096153846,0.586764706
0.01319797,0,0.028199566,0.405940594,0.76039604,0.388888889,0.192307692,0.563235294
0.033502538,0,0.071583514,0.422442244,0.916831683,0.361111111,0.173076923,0.564705882
0.049746193,0,0.106290672,0.422442244,0.99476662,0.333333333,0.192307692,0.560294118
0.014213198,0.091528724,0.023861171,0.735973597,1,0.722222222,0.134615385,0.519117647
0.093401015,0.317429406,0.095444685,0.702970297,0.984016973,0.805555556,0.192307692,0.542647059
0.190862944,0.221032132,0.251626898,0.719471947,0.992786421,0.694444444,0.173076923,0.551470588
0.431472081,0.666017527,0.201735358,0.752475248,0.833380481,0.777777778,0.230769231,0.557352941
0.598984772,0.738072055,0.232104121,0.768976898,0.74115983,0.777777778,0.288461538,0.557352941
0.741116751,0.779941577,0.260303688,0.785478548,0.668033946,0.861111111,0.192307692,0.554411765
0.442639594,0.06037001,0.830802603,0.801980198,0.572560113,0.805555556,0.211538462,0.558823529
0.25786802,0.011684518,0.527114967,0.818481848,0.542008487,0.777777778,0.25,0.560294118
0.643654822,0.197663096,0.973969631,0.818481848,0.555869873,0.611111111,0.134615385,0.560294118
0.602030457,0.185978578,0.924078091,0.834983498,0.571287129,0.833333333,0.153846154,0.560294118
0.351269036,0.034079844,0.689804772,0.818481848,0.586845827,0.472222222,0.076923077,0.558823529
0.14213198,0,0.303687636,0.801980198,0.679773692,0.583333333,0.307692308,0.566176471
0.344162437,0.214216164,0.481561822,0.801980198,0.731541726,0.638888889,0.269230769,0.567647059
0.107614213,0,0.229934924,0.785478548,0.857850071,0.666666667,0.230769231,0.572058824
0.046700508,0,0.09978308,0.768976898,1,0.638888889,0.25,0.575
0.003045685,0,0.006507592,0.752475248,1,0.666666667,0.134615385,0.580882353
0.088324873,0.267770204,0.09978308,0.719471947,1,0.083333333,0.173076923,0.6
0.228426396,0.414800389,0.195227766,0.735973597,0.899434229,0.027777778,0.134615385,0.608823529
0.391878173,0.492697176,0.305856833,0.768976898,0.785572843,0.222222222,0.153846154,0.613235294
0.202030457,0.006815969,0.420824295,0.801980198,0.720650636,0.222222222,0.115384615,0.611764706
0.737055838,0.759493671,0.286334056,0.818481848,0.650777935,0.222222222,0.134615385,0.616176471
0.85177665,0.826679649,0.251626898,0.834983498,0.584865629,0.194444444,0.192307692,0.610294118
0.073096447,0,0.156182213,0.834983498,0.527864215,0.25,0.230769231,0.608823529
0.631472081,0.184031159,0.973969631,0.834983498,0.532248939,0.305555556,0.25,0.604411765
0.124873096,0,0.26681128,0.834983498,0.538613861,0.333333333,0.173076923,0.598529412
0.569543147,0.23661149,0.798264642,0.834983498,0.610749646,0.277777778,0.326923077,0.595588235
0.291370558,0.033106134,0.572668113,0.818481848,0.62758133,0.277777778,0.288461538,0.588235294
0.358375635,0.251217137,0.468546638,0.818481848,0.649080622,0.305555556,0.134615385,0.588235294
0.301522843,0.560856865,0.186550976,0.801980198,0.784016973,0.25,0.211538462,0.589705882
0.132994924,0.374878286,0.121475054,0.785478548,0.92602546,0.25,0.25,0.592647059
0.012182741,0.05842259,0.021691974,0.752475248,0.951909477,0.277777778,0.153846154,0.597058824
0.09035533,0.307692308,0.095444685,0.735973597,1,0.166666667,0.096153846,0.616176471
0.252791878,0.539435248,0.160520607,0.768976898,0.90990099,1,0.057692308,0.622058824
0.431472081,0.674780915,0.197396963,0.801980198,0.718104668,1,0.038461538,0.626470588
0.602030457,0.756572541,0.219088937,0.834983498,0.658415842,0.555555556,0.153846154,0.629411765
0.747208122,0.806231743,0.232104121,0.851485149,0.592079208,0.5,0.25,0.629411765
0.848730964,0.819863681,0.260303688,0.851485149,0.531117397,0.666666667,0.25,0.629411765
0.906598985,0.831548199,0.268980477,0.867986799,0.481612447,0.555555556,0.096153846,0.626470588
0.911675127,0.826679649,0.277657267,0.867986799,0.488260255,0.5,0.230769231,0.619117647
0.860913706,0.790652386,0.305856833,0.867986799,0.499858557,0.583333333,0.326923077,0.605882353
0.765482234,0.757546251,0.303687636,0.867986799,0.515134371,0.555555556,0.211538462,0.610294118
0.631472081,0.711781889,0.281995662,0.867986799,0.599151344,0.555555556,0.269230769,0.602941176
0.469035533,0.636806232,0.251626898,0.851485149,0.707213579,0.611111111,0.269230769,0.598529412
0.294416244,0.523855891,0.203904555,0.834983498,0.840028289,0.583333333,0.192307692,0.588235294
0.12893401,0.338851022,0.130151844,0.801980198,0.952899576,0.5,0.269230769,0.588235294
0.010152284,0.040895813,0.019522777,0.785478548,1,0.527777778,0.307692308,0.591176471
0.086294416,0.278481013,0.095444685,0.735973597,1,0.583333333,0.173076923,0.586764706
0.245685279,0.504381694,0.171366594,0.768976898,0.857708628,0.555555556,0.115384615,0.591176471
0.36751269,0.41090555,0.344902386,0.785478548,0.722065064,0.611111111,0.25,0.589705882
0.242639594,0.020447907,0.490238612,0.818481848,0.629278642,0.583333333,0.211538462,0.588235294
0.520812183,0.205452775,0.765726681,0.834983498,0.617821782,0.583333333,0.192307692,0.580882353
0.45177665,0.067185979,0.837310195,0.851485149,0.660820368,0.611111111,0.211538462,0.582352941
0.229441624,0.009737098,0.470715835,0.834983498,0.702121641,0.611111111,0.288461538,0.577941176
0.18071066,0.005842259,0.373101952,0.834983498,0.823903819,0.694444444,0.346153846,0.577941176
0.291370558,0.014605648,0.594360087,0.834983498,0.863649222,0.833333333,0.173076923,0.570588235
0.452791878,0.096397274,0.796095445,0.851485149,0.795049505,0.722222222,0.211538462,0.564705882
0.543147208,0.402142162,0.557483731,0.851485149,0.717680339,0.888888889,0.173076923,0.563235294
0.275126904,0.091528724,0.481561822,0.851485149,0.799151344,0.694444444,0.134615385,0.554411765
0.189847716,0.101265823,0.323210412,0.834983498,0.92758133,0.833333333,0.230769231,0.561764706
0.117766497,0.239532619,0.14967462,0.801980198,1,0.944444444,0.269230769,0.557352941
0.007106599,0.024342746,0.013015184,0.785478548,1,0.833333333,0.134615385,0.560294118
0.061928934,0.084712756,0.106290672,0.752475248,1,0.777777778,0.115384615,0.557352941
0.182741117,0.211295034,0.245119306,0.785478548,0.917821782,1,0.019230769,0.555882353
0.408121827,0.558909445,0.277657267,0.834983498,0.787977369,0.722222222,0.096153846,0.563235294
0.578680203,0.656280428,0.314533623,0.867986799,0.582319661,0.833333333,0.076923077,0.563235294
0.645685279,0.478091529,0.57483731,0.884488449,0.481046676,0.722222222,0.096153846,0.563235294
0.694416244,0.372930867,0.778741866,0.867986799,0.465770863,0.472222222,0.057692308,0.55
0.54822335,0.111002921,0.95010846,0.851485149,0.507213579,0.611111111,0.192307692,0.547058824
0.554314721,0.111976631,0.958785249,0.851485149,0.522772277,0.722222222,0.326923077,0.536764706
0.856852792,0.776046738,0.331887202,0.851485149,0.521923621,0.694444444,0.307692308,0.532352941
0.618274112,0.329113924,0.744034707,0.851485149,0.530410184,0.666666667,0.384615385,0.527941176
0.45177665,0.209347614,0.652928416,0.851485149,0.56407355,0.638888889,0.384615385,0.517647059
0.481218274,0.702044791,0.206073753,0.851485149,0.667043847,0.694444444,0.346153846,0.514705882
0.304568528,0.603700097,0.164859002,0.834983498,0.808769448,0.694444444,0.307692308,0.508823529
0.132994924,0.416747809,0.10845987,0.785478548,1,0.611111111,0.365384615,0.502941176
0.009137056,0.068159688,0.015184382,0.752475248,1,0.638888889,0.230769231,0.508823529
0.081218274,0.259980526,0.093275488,0.702970297,0.969306931,0.583333333,0.211538462,0.517647059
0.239593909,0.481012658,0.182212581,0.735973597,0.861244696,0.611111111,0.192307692,0.516176471
0.416243655,0.613437196,0.240780911,0.785478548,0.757142857,0.638888889,0.230769231,0.526470588
0.584771574,0.690360273,0.284164859,0.818481848,0.65106082,0.722222222,0.307692308,0.522058824
0.727918782,0.737098345,0.31670282,0.834983498,0.617680339,0.694444444,0.269230769,0.516176471
0.721827411,0.444011685,0.707158351,0.834983498,0.584158416,0.666666667,0.403846154,0.517647059
0.807106599,0.483933788,0.757049892,0.851485149,0.541584158,0.833333333,0.365384615,0.519117647
0.821319797,0.493670886,0.761388286,0.851485149,0.538472419,0.777777778,0.326923077,0.516176471
0.85786802,0.772151899,0.344902386,0.867986799,0.523903819,0.777777778,0.326923077,0.510294118
0.772588832,0.774099318,0.295010846,0.851485149,0.566902405,0.777777778,0.326923077,0.508823529
0.637563452,0.731256086,0.273318872,0.834983498,0.635502122,0.777777778,0.326923077,0.501470588
0.472081218,0.658227848,0.242950108,0.818481848,0.708910891,0.777777778,0.461538462,0.502941176
0.296446701,0.561830574,0.184381779,0.801980198,0.840594059,0.833333333,0.442307692,0.502941176
0.127918782,0.376825706,0.114967462,0.785478548,1,0.75,0.326923077,0.507352941
0.008121827,0,0.017353579,0.752475248,1,0.75,0.230769231,0.510294118
0.080203046,0.261927945,0.093275488,0.719471947,0.971145686,0.972222222,0.230769231,0.536764706
0.240609137,0.505355404,0.171366594,0.735973597,0.824045262,0.055555556,0.326923077,0.538235294
0.418274112,0.635832522,0.223427332,0.752475248,0.641867044,0.111111111,0.307692308,0.547058824
0.584771574,0.700097371,0.273318872,0.785478548,0.543281471,0.111111111,0.307692308,0.547058824
0.725888325,0.734177215,0.321041215,0.801980198,0.5,0.138888889,0.307692308,0.544117647
0.836548223,0.782862707,0.314533623,0.818481848,0.474964639,0.138888889,0.173076923,0.55
0.895431472,0.798442064,0.321041215,0.818481848,0.440311174,0.166666667,0.115384615,0.548529412
0.814213198,0.484907498,0.763557484,0.818481848,0.480339463,0.083333333,0.173076923,0.536764706
0.585786802,0.17429406,0.915401302,0.801980198,0.447666195,1,0.076923077,0.529411765
0.388832487,0.053554041,0.737527115,0.801980198,0.46874116,0.75,0.115384615,0.523529412
0.63857868,0.756572541,0.240780911,0.785478548,0.45106082,0.194444444,0.096153846,0.517647059
0.474111675,0.684518014,0.21691974,0.785478548,0.508486563,0.888888889,0.134615385,0.508823529
0.205076142,0.168451801,0.303687636,0.768976898,0.657567185,0.111111111,0.192307692,0.505882353
0.125888325,0.368062317,0.117136659,0.735973597,0.962942008,0.944444444,0.115384615,0.502941176
0.052791878,0.051606621,0.097613883,0.653465347,0.920367751,0.166666667,0.25,0.527941176
0.160406091,0.139240506,0.247288503,0.669966997,0.743140028,0.166666667,0.288461538,0.532352941
0.150253807,0.00194742,0.318872017,0.686468647,0.65049505,0.166666667,0.288461538,0.539705882
0.205076142,0.008763389,0.42516269,0.702970297,0.56562942,0.166666667,0.307692308,0.541176471
0.350253807,0.042843233,0.67462039,0.719471947,0.482319661,0.166666667,0.307692308,0.548529412
0.474111675,0.083739046,0.854663774,0.735973597,0.462376238,0.166666667,0.307692308,0.551470588
0.569543147,0.146056475,0.926247289,0.735973597,0.416831683,0.194444444,0.307692308,0.55
0.335025381,0.018500487,0.676789588,0.735973597,0.435502122,0.166666667,0.326923077,0.551470588
0.407106599,0.040895813,0.789587852,0.752475248,0.393069307,0.194444444,0.307692308,0.545588235
0.283248731,0.016553067,0.577006508,0.768976898,0.401414427,0.25,0.134615385,0.544117647
0.221319797,0.009737098,0.455531453,0.768976898,0.432248939,0.222222222,0.134615385,0.536764706
0.245685279,0.0593963,0.455531453,0.752475248,0.520509194,0.166666667,0.153846154,0.529411765
0.092385787,0,0.197396963,0.735973597,0.699434229,0.138888889,0.096153846,0.532352941
0.037563452,0,0.080260304,0.719471947,0.89844413,0.138888889,0.134615385,0.530882353
0.006091371,0,0.013015184,0.653465347,0.975671853,0.222222222,0.5,0.514705882
0.022335025,0,0.047722343,0.653465347,0.997029703,0.194444444,0.365384615,0.519117647
0.049746193,0,0.106290672,0.669966997,1,0.194444444,0.538461538,0.514705882
0.059898477,0,0.127982646,0.669966997,1,0.166666667,0.519230769,0.525
0.101522843,0,0.21691974,0.686468647,1,0.138888889,0.557692308,0.526470588
0.145177665,0.00097371,0.30802603,0.686468647,0.979915134,0.138888889,0.519230769,0.526470588
0.203045685,0.007789679,0.4164859,0.686468647,1,0.166666667,0.615384615,0.520588235
0.101522843,0,0.21691974,0.686468647,1,0.194444444,0.557692308,0.510294118
0.205076142,0.006815969,0.422993492,0.686468647,1,0.166666667,0.346153846,0.520588235
0.129949239,0,0.277657267,0.686468647,1,0.194444444,0.596153846,0.519117647
0.046700508,0,0.09978308,0.669966997,1,0.194444444,0.557692308,0.522058824
0.01928934,0,0.041214751,0.669966997,0.996605375,0.194444444,0.519230769,0.527941176
0.081218274,0,0.173535792,0.669966997,1,0.166666667,0.480769231,0.530882353
0.033502538,0,0.071583514,0.669966997,1,0.166666667,0.634615385,0.538235294
0.046700508,0.037000974,0.088937093,0.636963696,1,0.083333333,0.403846154,0.630882353
0.145177665,0.099318403,0.245119306,0.653465347,1,0.111111111,0.326923077,0.644117647
0.330964467,0.320350536,0.373101952,0.669966997,0.898302687,0.111111111,0.480769231,0.655882353
0.368527919,0.137293087,0.598698482,0.702970297,0.717963225,0.138888889,0.423076923,0.664705882
0.518781726,0.217137293,0.748373102,0.735973597,0.606506365,0.166666667,0.653846154,0.669117647
0.679187817,0.349561831,0.798264642,0.752475248,0.530268741,0.138888889,0.423076923,0.680882353
0.918781726,0.859785784,0.25813449,0.768976898,0.480339463,0.138888889,0.442307692,0.688235294
0.735025381,0.358325219,0.852494577,0.768976898,0.440169731,0.222222222,0.442307692,0.686764706
0.880203046,0.850048685,0.253796095,0.785478548,0.4572843,0.222222222,0.365384615,0.686764706
0.783756345,0.82473223,0.245119306,0.785478548,0.419377652,0.138888889,0.384615385,0.688235294
0.647715736,0.788704966,0.221258134,0.785478548,0.485855728,0.166666667,0.346153846,0.686764706
0.481218274,0.732229796,0.188720174,0.785478548,0.525176803,0.222222222,0.153846154,0.686764706
0.301522843,0.634858812,0.14967462,0.768976898,0.680905233,0.222222222,0.134615385,0.685294118
0.126903553,0.440116845,0.095444685,0.719471947,0.897312588,0.305555556,0.192307692,0.685294118
0.078172589,0.340798442,0.073752711,0.669966997,0.958415842,1,0.019230769,0.702941176
0.243654822,0.581304771,0.136659436,0.702970297,0.842432815,0.416666667,0.096153846,0.704411765
0.293401015,0.214216164,0.405639913,0.735973597,0.64893918,0.388888889,0.096153846,0.704411765
0.287309645,0.048685492,0.546637744,0.752475248,0.603677511,0.416666667,0.173076923,0.694117647
0.525888325,0.229795521,0.739696312,0.768976898,0.565205092,0.472222222,0.211538462,0.688235294
0.578680203,0.193768257,0.874186551,0.785478548,0.593069307,0.5,0.192307692,0.679411765
0.621319797,0.193768257,0.945770065,0.785478548,0.560254597,0.5,0.192307692,0.676470588
0.395939086,0.031158715,0.780911063,0.801980198,0.578359264,0.527777778,0.269230769,0.663235294
0.427411168,0.050632911,0.813449024,0.785478548,0.599009901,0.638888889,0.211538462,0.660294118
0.249746193,0.010710808,0.511930586,0.785478548,0.696605375,0.527777778,0.326923077,0.645588235
0.191878173,0.004868549,0.401301518,0.768976898,0.802263083,0.5,0.192307692,0.635294118
0.082233503,0,0.175704989,0.752475248,0.910042433,0.527777778,0.25,0.629411765
0.101522843,0,0.21691974,0.735973597,1,0.611111111,0.326923077,0.629411765
0.039593909,0,0.084598698,0.719471947,1,0.583333333,0.288461538,0.625
0.054822335,0.091528724,0.091106291,0.686468647,1,0.611111111,0.153846154,0.539705882
0.183756345,0.267770204,0.21691974,0.702970297,1,0.75,0.192307692,0.541176471
0.211167513,0.053554041,0.394793926,0.735973597,1,0.75,0.365384615,0.541176471
0.233502538,0.018500487,0.472885033,0.768976898,0.902970297,0.75,0.307692308,0.538235294
0.415228426,0.090555015,0.735357918,0.785478548,0.723196605,0.861111111,0.365384615,0.532352941
0.318781726,0.019474197,0.644251627,0.801980198,0.602970297,0.861111111,0.384615385,0.530882353
0.337055838,0.019474197,0.681127983,0.818481848,0.531117397,0.861111111,0.5,0.529411765
0.917766497,0.88218111,0.203904555,0.834983498,0.535643564,0.777777778,0.365384615,0.530882353
0.615228426,0.221032132,0.893709328,0.834983498,0.5427157,0.722222222,0.211538462,0.525
0.636548223,0.399221032,0.670281996,0.834983498,0.550070721,0.722222222,0.365384615,0.517647059
0.637563452,0.808179163,0.180043384,0.818481848,0.567892504,0.861111111,0.423076923,0.511764706
0.030456853,0,0.065075922,0.801980198,0.653606789,0.777777778,0.365384615,0.505882353
0.043654822,0,0.093275488,0.785478548,0.741442716,0.944444444,0.538461538,0.514705882
0.120812183,0.457643622,0.084598698,0.752475248,0.901131542,0.888888889,0.288461538,0.522058824
0.079187817,0.387536514,0.069414317,0.636963696,0.953889675,0.972222222,0.25,0.576470588
0.239593909,0.616358325,0.112798265,0.669966997,0.81669024,0.888888889,0.173076923,0.583823529
0.440609137,0.761441091,0.160520607,0.686468647,0.651485149,0.944444444,0.346153846,0.589705882
0.621319797,0.837390458,0.184381779,0.702970297,0.456859972,0.888888889,0.346153846,0.589705882
0.774619289,0.88218111,0.199566161,0.719471947,0.361810467,0.888888889,0.346153846,0.588235294
0.886294416,0.913339825,0.199566161,0.735973597,0.303818953,0.888888889,0.346153846,0.586764706
0.803045685,0.501460565,0.726681128,0.752475248,0.271145686,0.916666667,0.423076923,0.582352941
0.865989848,0.635832522,0.585683297,0.768976898,0.290381895,0.944444444,0.461538462,0.575
0.904568528,0.912366115,0.199566161,0.768976898,0.269872702,0.027777778,0.211538462,0.573529412
0.806091371,0.890944499,0.188720174,0.768976898,0.293493635,0.083333333,0.269230769,0.576470588
0.556345178,0.507302824,0.446854664,0.768976898,0.366336634,0.972222222,0.480769231,0.572058824
0.435532995,0.592015579,0.260303688,0.752475248,0.467468175,1,0.346153846,0.567647059
0.304568528,0.678675755,0.132321041,0.735973597,0.66562942,0.972222222,0.307692308,0.561764706
0.123857868,0.474196689,0.086767896,0.686468647,0.96407355,0.916666667,0.423076923,0.558823529
0.074111675,0.357351509,0.067245119,0.636963696,0.963790665,0.972222222,0.269230769,0.573529412
0.244670051,0.617332035,0.125813449,0.669966997,0.867609618,1,0.269230769,0.582352941
0.433502538,0.753651412,0.15835141,0.719471947,0.74950495,0.055555556,0.326923077,0.595588235
0.61319797,0.830574489,0.177874187,0.735973597,0.479773692,0.027777778,0.211538462,0.601470588
0.764467005,0.876338851,0.190889371,0.752475248,0.338189533,1,0.288461538,0.602941176
0.876142132,0.901655307,0.199566161,0.768976898,0.263932107,0.055555556,0.384615385,0.602941176
0.937055838,0.913339825,0.203904555,0.785478548,0.257567185,0.972222222,0.288461538,0.597058824
0.943147208,0.913339825,0.203904555,0.785478548,0.266195191,0.888888889,0.269230769,0.591176471
0.894416244,0.900681597,0.201735358,0.785478548,0.246393211,0.055555556,0.307692308,0.589705882
0.793908629,0.874391431,0.195227766,0.785478548,0.272135785,0.972222222,0.25,0.583823529
0.650761421,0.828627069,0.186550976,0.785478548,0.348656294,0.944444444,0.25,0.582352941
0.478172589,0.754625122,0.171366594,0.768976898,0.465912306,0.944444444,0.442307692,0.582352941
0.291370558,0.632911392,0.145336226,0.752475248,0.666619519,0.027777778,0.423076923,0.582352941
0.115736041,0.419668939,0.093275488,0.719471947,0.933663366,1,0.307692308,0.586764706
0.07106599,0.337877313,0.067245119,0.669966997,0.819943423,0.055555556,0.076923077,0.610294118
0.235532995,0.579357352,0.134490239,0.702970297,0.905091938,0.138888889,0.134615385,0.613235294
0.418274112,0.7030185,0.180043384,0.735973597,0.678500707,0.166666667,0.096153846,0.622058824
0.589847716,0.769230769,0.21691974,0.768976898,0.445968883,1,0.038461538,0.623529412
0.732994924,0.802336904,0.249457701,0.785478548,0.384441301,0.75,0.096153846,0.622058824
0.834517766,0.813047712,0.281995662,0.801980198,0.365063649,0.638888889,0.134615385,0.619117647
0.89035533,0.814995131,0.301518438,0.818481848,0.367609618,0.722222222,0.173076923,0.617647059
0.893401015,0.806231743,0.314533623,0.834983498,0.377934936,0.638888889,0.269230769,0.614705882
0.848730964,0.807205453,0.284164859,0.851485149,0.435502122,0.694444444,0.211538462,0.610294118
0.749238579,0.774099318,0.277657267,0.851485149,0.495473833,0.75,0.25,0.604411765
0.612182741,0.727361246,0.253796095,0.851485149,0.568882603,0.666666667,0.192307692,0.595588235
0.446700508,0.651411879,0.223427332,0.834983498,0.747100424,0.75,0.25,0.588235294
0.227411168,0.314508277,0.249457701,0.818481848,0.888118812,0.75,0.134615385,0.589705882
0.087309645,0.185004869,0.119305857,0.785478548,0.944837341,0.916666667,0.269230769,0.597058824
0.059898477,0.206426485,0.078091106,0.719471947,1,0.666666667,0.057692308,0.601470588
0.211167513,0.428432327,0.182212581,0.752475248,0.91301273,0.638888889,0.096153846,0.607352941
0.382741117,0.554040896,0.25813449,0.785478548,0.832107496,0.722222222,0.115384615,0.613235294
0.189847716,0.005842259,0.396963124,0.801980198,0.730834512,0.805555556,0.153846154,0.617647059
0.504568528,0.207400195,0.737527115,0.818481848,0.679349364,0.861111111,0.192307692,0.619117647
0.8,0.733203505,0.355748373,0.834983498,0.628429986,0.916666667,0.115384615,0.622058824
0.860913706,0.754625122,0.362255965,0.851485149,0.62970297,0.944444444,0.230769231,0.620588235
0.875126904,0.777994158,0.334056399,0.851485149,0.552899576,0.944444444,0.134615385,0.614705882
0.828426396,0.755598832,0.342733189,0.851485149,0.525884017,0.805555556,0.403846154,0.613235294
0.74213198,0.754625122,0.297180043,0.851485149,0.53960396,0.916666667,0.442307692,0.614705882
0.585786802,0.624148004,0.351409978,0.834983498,0.499575672,0.861111111,0.230769231,0.608823529
